,URL
65,http://sfbay.backpage.com/FemaleEscorts/sexiest-_-_highly-addictive-_-exclusive-_-spinner-24/38791974
66,http://sfbay.backpage.com/FemaleEscorts/naughty-asian-girls-new-real-pic-100-22/37422134
67,http://sfbay.backpage.com/FemaleEscorts/upscale-fit-party-girl-everthing-you-want-andmore/38717522
68,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-hot-japanese-girl-69-first-day-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-best-service-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-nuruanda/37453223
69,http://sfbay.backpage.com/FemaleEscorts/south-babes-sneak-away-and-come-play/38037797
70,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8Fsexy-ice-and-yi-yi-in-san-mateo-open-minded-nuru140-2x-ok/37089494
71,http://sfbay.backpage.com/FemaleEscorts/super-mouth-9252385150-very-open-minded-incall-only-antioch/38791927
72,http://sfbay.backpage.com/FemaleEscorts/extremely-hott-killer-body-real-pics/31984116
73,http://sfbay.backpage.com/FemaleEscorts/100-for-hr-all-3-%D0%BDoles-open-special-new-with-a-great-mouth/36095634
74,http://sfbay.backpage.com/FemaleEscorts/pretty-face-%EF%B8%8F-blonde-party-girl-%EF%B8%8F-gentlemens-1-choice-%EF%B8%8F-b-autiful/38704484
75,http://sfbay.backpage.com/FemaleEscorts/sexy_-_hot_-_ready_-_to-_-_play/26744387
76,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-100-real-asian-girl-sexy-body/37921595
77,http://sfbay.backpage.com/FemaleEscorts/very-good-very-tasty-downtown-beautiful-russian-college-student/36394542
78,http://sfbay.backpage.com/FemaleEscorts/bbw-here-let-me-cater-to-you/38791890
79,http://sfbay.backpage.com/FemaleEscorts/charming-sexy-asian-incall/38030224
80,http://sfbay.backpage.com/FemaleEscorts/sexy-pretty-girls-120special-hhr-services-call-now/35180300
81,http://sfbay.backpage.com/FemaleEscorts/160-2x-new-and-hot-and-sexy-korean-girl-69-style-nuru-ice-fire/28433792
82,http://sfbay.backpage.com/FemaleEscorts/se-y-_-top-notch-playmate-_-hotandready-_-busty-bombshell/29073559
83,http://sfbay.backpage.com/FemaleEscorts/specials-busty-36g-_s-m-o-k-i-n-g-ot-sub-upsc%CE%B1l%CE%B5-sexxy-ebony-companion/34135499
84,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F707-623-7534-%EF%B8%8F-very-sweet-busty-asian-so-so-so-hot-waiting-for-you/37244818
85,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-kimberly-cruz-petite-asian-mix-let-me-leave-u-satisfied-%EF%B8%8F/27485720
86,http://sfbay.backpage.com/FemaleEscorts/sexy-and-lonely-come-get-to-know-me-420-friendly-special-60-special-lets-play/38791847
87,http://sfbay.backpage.com/FemaleEscorts/new-popular-by-demand-n-ready-all-yours/38526308
88,http://sfbay.backpage.com/FemaleEscorts/g%CE%B5n-l%CE%B5m%CE%B5%CE%B7s-cho-c%CE%B5-%EF%B8%8F-sweet-mariah-dont-miss-out-%EF%B8%8F/38742402
89,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-100-real-pic-%EF%B8%8F-%EF%B8%8F-hot-%EF%B8%8F-%EF%B8%8F-new-%EF%B8%8F-%EF%B8%8F-beautiful-asian-girls-%EF%B8%8F-/13413254
90,http://sfbay.backpage.com/FemaleEscorts/nice-tight-curvyand-thick-in-the-right-places-fun-size-150-hr-specials-all-day/34733416
91,http://sfbay.backpage.com/FemaleEscorts/36g-hot-om-shells-6%EF%B8%8F%E2%83%A39%EF%B8%8F%E2%83%A3-ki-ing-tri-pleasure-pretty-warm/38537392
92,http://sfbay.backpage.com/FemaleEscorts/big-booty-jazmin-back-in-town-2hour-special-specials-415-569-8652-%EF%B8%8F/34856184
93,http://sfbay.backpage.com/FemaleEscorts/sexy-bbw-spanish-and-italian-stallion-fluffy-playmate/37205959
94,http://sfbay.backpage.com/FemaleEscorts/hott-and-ready-24-7-outcall-discreet-and-independent/38791817
95,http://sfbay.backpage.com/FemaleEscorts/vanessa-bella/38696579
96,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-9-6-new-arrived-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-new-girl-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-/35110736
97,http://sfbay.backpage.com/FemaleEscorts/5-star-petite-bombshell-limited-time-incall-special/37305797
98,http://sfbay.backpage.com/FemaleEscorts/hourly-specials-dont-settle-for-less-when-you-can-have-the-best-150-hr-specials/34734302
99,http://sfbay.backpage.com/FemaleEscorts/come-get-nasty-withahabad-girl-bad-boys-only/38751172
100,http://sfbay.backpage.com/FemaleEscorts/pleasant-hill-best-of-the-best-perky-%E4%BA%BA-small-waist-pretty-face/36055030
101,http://sfbay.backpage.com/FemaleEscorts/new-intown-100-special-1-choice-big-booty-vixen/38764982
102,http://sfbay.backpage.com/FemaleEscorts/dont-settle-for-less-baby-elite-and-petite-body-outcalls/35144370
103,http://sfbay.backpage.com/FemaleEscorts/thick-mommas-ready-to-be-your-freak-in-the-sheets-hour-specials/34835758
104,http://sfbay.backpage.com/FemaleEscorts/my-kitty-is-a-bad-girl-dripping-100-real-%EF%B8%8F-outcall-only/36986264
105,http://sfbay.backpage.com/FemaleEscorts/just-arrived-petite-asian-baby-new-face-big-surprise/38095441
106,http://sfbay.backpage.com/FemaleEscorts/sexy-and-sweet-415-666-6750-%EF%B8%8F-jasmine-100-real-%EF%B8%8F/38758213
107,http://sfbay.backpage.com/FemaleEscorts/grand-opening-lp-spa-_-_-175-s-capitol-ave-_-669-235-5898/38676180
108,http://sfbay.backpage.com/FemaleEscorts/new-management-northridge-private-room-relaxing-massage-408-806-5118/38675424
109,http://sfbay.backpage.com/FemaleEscorts/baby-and-kelly-beautiful-sexy-asian-girl-grand-opening/38616163
110,http://sfbay.backpage.com/FemaleEscorts/ebony-b%CE%B5%CE%B1ut%CE%B3-tight-sweet-juicy-p%D1%94%D1%8Ff%D1%94-treat-%E1%83%A6availa%E1%83%AEle-no-Rush%E1%83%A6-%E1%83%A6/38791782
111,http://sfbay.backpage.com/FemaleEscorts/nana-eva-top-asian-models-two-asian-girls/38424942
112,http://sfbay.backpage.com/FemaleEscorts/9-1-petite-tw-annie-guarantee-all-real-photos-%EF%B8%8F/20580645
113,http://sfbay.backpage.com/FemaleEscorts/new-arrivals-young-hot-girl-so-hot-incall-only/37587035
114,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8Fgrand-open-%EF%B8%8F-%EF%B8%8Fincall-only-%EF%B8%8F-%EF%B8%8F-2-sweet-asian-college-girls-open-minded-menus-100-real-pics/37573047
115,http://sfbay.backpage.com/FemaleEscorts/160-2-discreet-independent-all-natural-asain-girl-100-real/38404562
116,http://sfbay.backpage.com/FemaleEscorts/available-now-outcall-special-h-r-%CF%84%CE%BF-%CE%B2l%CE%BF%CF%89-%CE%B3%CE%BFur-%CE%BC%CE%B9%CE%B7d/38202202
117,http://sfbay.backpage.com/FemaleEscorts/650-771-2301-sexy-asian-call-me-nuruand2x/38200525
118,http://sfbay.backpage.com/FemaleEscorts/top-asian-sexy-925-273-7265-pleasanton-incall/35946503
119,http://sfbay.backpage.com/FemaleEscorts/total-package-sexpert-at-your-service-this-busty-korea-can-be-addictive-nuru-guru/30991369
120,http://sfbay.backpage.com/FemaleEscorts/outcall-specials-brunette-latina-party-girl/38790375
121,http://sfbay.backpage.com/FemaleEscorts/new-408-758-2046-36d-super-busty-student-36d-fantasy-playmate-new-open/35179677
122,http://sfbay.backpage.com/FemaleEscorts/hot-sexy-asian-maple-leaf-spa-408-933-8966-welcome/34851677
123,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-change-malaysia-test-today-real-pic-prove/38776291
124,http://sfbay.backpage.com/FemaleEscorts/quality-relaxation-palm-tree/22494659
125,http://sfbay.backpage.com/FemaleEscorts/408-929-2263-sexy-clasy-asian-masseuse-latina-smocking-come-have-fun-tonight/25235654
126,http://sfbay.backpage.com/FemaleEscorts/let-me-take-your-stress-and-worries-away-150-hr-special/35354710
127,http://sfbay.backpage.com/FemaleEscorts/more-special-%CF%89-special-massage-special-service-real-pic/36802733
128,http://sfbay.backpage.com/FemaleEscorts/100-young-100-quality-100-intimate-120-visual-experience-real-pic/31261640
129,http://sfbay.backpage.com/FemaleEscorts/23yo-sexy-asian-girls-oversea-student-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8Fduos-special-%EF%B8%8F510-399-9170/38669646
130,http://sfbay.backpage.com/FemaleEscorts/150-hr-specials-with-this-sexy-busty-redhead-unrushed-relaxing-time-multiple-pops/29448314
131,http://sfbay.backpage.com/FemaleEscorts/ki-s-s-ing-and-cuddling-more-than-just-an-option-when-your-with-me-it-doesnt-get-any-better/36929949
132,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-%EF%B8%8F-asian-new-girl-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-feel-like-paradise-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F/23751185
133,http://sfbay.backpage.com/FemaleEscorts/slow-and-sensual-wild-and-uninhibited-slippery-and-tighte-i-can-do-it-all-jackie-and-nuru-guru/34992081
134,http://sfbay.backpage.com/FemaleEscorts/150-hr-special-dont-miss-the-opportunity-to-spend-some-time-with-a-redbone/37016845
135,http://sfbay.backpage.com/FemaleEscorts/naughty-exotic-vixen-beauty-with-a-booty-tight-seductive-spinner-petite-playful-pinup/32504721
136,http://sfbay.backpage.com/FemaleEscorts/naughty-exotic-vixen-beauty-with-a-booty-tight-seductive-spinner-petite-playful-pinup/33853939
137,http://sfbay.backpage.com/FemaleEscorts/berkeley-incall-special-60qk-120hhr-fetishes-available/38772285
138,http://sfbay.backpage.com/FemaleEscorts/sexy-sweet-discreet-treat-oucall-fun-510_993_5485/38791663
139,http://sfbay.backpage.com/FemaleEscorts/upscale-bombshell-asian-visting-concord/17287198
140,http://sfbay.backpage.com/FemaleEscorts/im-barbie-34dd-your-asian-cutey-cmt-and-im-very-hot-and-fun-come-try/30647030
141,http://sfbay.backpage.com/FemaleEscorts/outcalls-only-exotic-f%D1%8F%D1%94%CE%B1%D0%BAy-5-playmate-our-choice/38791621
142,http://sfbay.backpage.com/FemaleEscorts/big-titty-freak-v-extreeemly-voluptous-body-v-sexy-bbw-call-4-60specials/33694631
143,http://sfbay.backpage.com/FemaleEscorts/bella-rose-new-bbw-to-livermore-super-sexy-classy-an-sassy-bbw-doll/38791611
144,http://sfbay.backpage.com/FemaleEscorts/college-cutie-ready-and-willing-outcalls/38791600
145,http://sfbay.backpage.com/FemaleEscorts/thick-lips-and-thick-hips-ebony-princess-much-different-from-the-rest-always-80hh/38776390
146,http://sfbay.backpage.com/FemaleEscorts/ms-cutey-booty-come-play-im-in-salinas/35332683
147,http://sfbay.backpage.com/FemaleEscorts/bbw-ready-to-show-you-my-freaky-side/38791560
148,http://sfbay.backpage.com/FemaleEscorts/real-pic-video-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-free-nuru-and-ki-ing-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-%EF%B8%8F-ice-and-fire-more-surprises-%EF%B8%8F-/38393257
149,http://sfbay.backpage.com/FemaleEscorts/your-blonde-beauty-im-everything-you-want-and-need/34889701
150,http://sfbay.backpage.com/FemaleEscorts/first-day-korean-girl-just-arrive-best-in-town/38791539
151,http://sfbay.backpage.com/FemaleEscorts/sexy-asian-best-service-kissing-69-shower-best-experience/38404221
152,http://sfbay.backpage.com/FemaleEscorts/fremont-incall-only-busty-asian-ready-to-play-love-kissing-2times/38478093
153,http://sfbay.backpage.com/FemaleEscorts/%D1%82-%CF%81-f-%D1%82h%D1%94-l%CE%B9%CE%B7%D1%94-i%CE%B7-%CE%B1ll-pm-p-cials-o-avallable-mi%CE%B7-bl%CF%83%CF%89%CE%B9%CE%B7g-%CE%B4k-lls-mu-t-%CE%B1ll-o/37978193
154,http://sfbay.backpage.com/FemaleEscorts/young-young-everything-sexy-asian-fun/38677068
155,http://sfbay.backpage.com/FemaleEscorts/2-hotties-4-you-%E4%B8%A4%E4%B8%AA%E5%B0%8F%E8%BE%A3%E5%A6%B9-LQQ%E1%8F%A6-ME-C%E1%8E%BEME-and-PL%E1%8E%AF%E1%8E%BD-N%E1%8E%BE%E1%8F%87-%E1%8F%87I%E1%8F%86/36994220
156,http://sfbay.backpage.com/FemaleEscorts/hot-exotic-energizer-bunny/38716182
157,http://sfbay.backpage.com/FemaleEscorts/3-sexy-girls-korean-japan-chinese-650-457-9629-san-leandro/38289938
158,http://sfbay.backpage.com/FemaleEscorts/come-get-lucky-%CE%BF%CE%B7-%CE%BFf-a-%CE%BA%CE%B9%CE%B7d-x-x-%D0%B6-blonde-%CF%81l%CE%B1%CE%B3M%CE%B1te-x-x-call-me/26411358
159,http://sfbay.backpage.com/FemaleEscorts/exy-weet-kandii-call-now/37498086
160,http://sfbay.backpage.com/FemaleEscorts/erotic-sexy-sensual-and-available-today-only/35254248
161,http://sfbay.backpage.com/FemaleEscorts/smokknhot-blonde-bombshell-with-bangn-bodyy/38791415
162,http://sfbay.backpage.com/FemaleEscorts/come-play-with-sweetlips-tiny-figure-korean-chic-rohnert-park/35171718
163,http://sfbay.backpage.com/FemaleEscorts/new-here-asian-college-girl-100-hh-special-fun/36791649
164,http://sfbay.backpage.com/FemaleEscorts/outcall-only-%EF%B8%8F-new-sun-kissed-petite-filipina-hottie-25/28025559
165,http://sfbay.backpage.com/FemaleEscorts/smokknhot-blonde-bombshell-with-bangn-bodyy/38791386
166,http://sfbay.backpage.com/FemaleEscorts/howdy-boys/38656550
167,http://sfbay.backpage.com/FemaleEscorts/naughty-busty-bbw-goddess-let-me-rock-your-world/28580985
168,http://sfbay.backpage.com/FemaleEscorts/busty-asian-34dd-new-arrived-9-10-college-girl-luv-french-kissing/38741998
169,http://sfbay.backpage.com/FemaleEscorts/valentina-super-hot-colombia-3055099863/38010221
170,http://sfbay.backpage.com/FemaleEscorts/magical-skills-80-incalls-outcalls/38791366
171,http://sfbay.backpage.com/FemaleEscorts/rx_gnf-experience-asian-specials/38615354
172,http://sfbay.backpage.com/FemaleEscorts/im-out-calls-now-specials/38309969
173,http://sfbay.backpage.com/FemaleEscorts/tiny-mind-opened-and-fun-japanese-lover-xo-xo-companion-very-talented-in-many-ways/35019817
174,http://sfbay.backpage.com/FemaleEscorts/fremont-with-her-be-happy-4084939272-realy-pict-do-everthing-you-want/37946184
175,http://sfbay.backpage.com/FemaleEscorts/hablo-espanol-%E0%B8%97%D1%94%CF%89-i%E0%B8%97-%CF%84%CF%83%CF%89%E0%B8%97-1oo-r%CE%B5al-gorgeous-busty-latina-bombshell/34660627
176,http://sfbay.backpage.com/FemaleEscorts/new-incall-ebony-thick-goddess-sneak-away-im-ready-now-50-50-50-new/38676898
177,http://sfbay.backpage.com/FemaleEscorts/monday-specials-come-join-me/38731751
178,http://sfbay.backpage.com/FemaleEscorts/monicaxo-call-now/38592784
179,http://sfbay.backpage.com/FemaleEscorts/j-so-Ma%CE%B7y-choi-%D8%B9s-hy-ga%E2%B4%85%E1%83%AEl%D8%B9-h%D8%B9%CE%B7-i%E2%B4%85-a-s%CF%85%D1%8F%D8%B9-wi%CE%B7/29203387
180,http://sfbay.backpage.com/FemaleEscorts/ill-be-y0ur-super-woman-as-s00n-as-y0%CE%BC-get-here/38791334
181,http://sfbay.backpage.com/FemaleEscorts/your-main-attraction-has-arrived-call-u-wont-regret-wat-u-missing/38358188
182,http://sfbay.backpage.com/FemaleEscorts/got-milf/36855554
183,http://sfbay.backpage.com/FemaleEscorts/new-arrival-nuru-massage-100-young-and-hot-b2b-pretty-asian/33888572
184,http://sfbay.backpage.com/FemaleEscorts/outcall-perfect-sexy-exotic-eye-candy-%EF%B8%8F-%EF%B8%8Fnumber1-spanish-barbie-outcall-to-all-bay-area/38731843
185,http://sfbay.backpage.com/FemaleEscorts/natalia-jade-pure-satisfaction-lets-have-some-fun/35291371
186,http://sfbay.backpage.com/FemaleEscorts/%EF%B8%8F-hot-and-ready-for-you-%EF%B8%8F/37935284
187,http://sfbay.backpage.com/FemaleEscorts/vip-ms-exclusive-dom-and-fetishes/38791297
188,http://sfbay.backpage.com/FemaleEscorts/qk-60-hhr-80-hr-120-specials/38629626
189,http://sfbay.backpage.com/FemaleEscorts/lovely-sweet-asian-girls-kim-408-892-1337-the-most-desired-place-you-want-to-go-26-incall/38789999
190,http://sfbay.backpage.com/FemaleEscorts/new-arrived-young-34dd-april-slim-amy-dublin-waiting-hot-for-you-good-service/37067956
191,http://sfbay.backpage.com/FemaleEscorts/gia-colletti-little-miss-hot-commodity/37242013
192,http://sfbay.backpage.com/FemaleEscorts/come-to-see-me-sexyriena-big-juicy-booty-mouth-thats-magic/35647199
193,http://sfbay.backpage.com/FemaleEscorts/pecial1oo-14o-hr-%EF%B8%8Fasian-sunlight-100-me-925-848-7510/26292052
194,http://sfbay.backpage.com/FemaleEscorts/g-e-n-t-l-e-m-e-n-s-_-_-c-h-o-i-c-e/37443527
195,http://sfbay.backpage.com/FemaleEscorts/925-565-7770-asian-new-first-time-special-1oo/35619864
196,http://sfbay.backpage.com/FemaleEscorts/lissa-foxx-i-l-%EF%B8%8Fve-to-cater/38791234
197,http://sfbay.backpage.com/FemaleEscorts/specials-desirable-andsensational-tara-springs-highly-reviewed/38775456
198,http://sfbay.backpage.com/FemaleEscorts/beauty-and-young-asian-girls-elegance-and-beauty-real-pic/25970071
199,http://sfbay.backpage.com/FemaleEscorts/5102534523-half-hour-speical-incall-concord/38791195
200,http://sfbay.backpage.com/FemaleEscorts/ph925-393-9540-young-hot-girl-nuru-massage/36431617
201,http://sfbay.backpage.com/FemaleEscorts/hola-papies-fast-stop-special/34792067
202,http://sfbay.backpage.com/FemaleEscorts/sexy-new-asian-girl-yaya-helen-100-is-real-pic-young-girl-34dd-%E6%9D%B1%E8%8E%9E%E6%9C%8D%E5%8B%99/37021086
203,http://sfbay.backpage.com/FemaleEscorts/sweet-native-american-babe-in-town-young-fresh-19/38773464
204,http://sfbay.backpage.com/FemaleEscorts/pretty-face-great-body-even-better-personality-the-real-deal/38710030
205,http://sfbay.backpage.com/FemaleEscorts/generous-men-early-mornig-special-uncovered-15min-160/38355813
206,http://sfbay.backpage.com/FemaleEscorts/incall-2-pops-specials-ready-to-play-highly-recommend-and-very-skilled/38791131
207,http://sfbay.backpage.com/FemaleEscorts/auzerais-ave-%EF%B8%8F-_s-m-o-k-i-n-g-ot-ot-asian-34e-andbusty-5184442671-%EF%B8%8F/38789870
208,http://sfbay.backpage.com/FemaleEscorts/new-in-town-100-real-blonde-%CF%81l%CE%B1%CE%B3-M%CE%B1-%C9%9B-n-o-l-k-h-r/38708957
209,http://sfbay.backpage.com/FemaleEscorts/best-body-best-quality-service-open-minded-sweetie-real-pic/35122785
210,http://sfbay.backpage.com/FemaleEscorts/1oo-me-_-_-leaving-soon-_-morgan-hill/37175939
211,http://sfbay.backpage.com/FemaleEscorts/s-m-o-k-i-n-g-415-549-4271-ot-ot-asian-%CF%81l%CE%B1%CE%B3m%CE%B1t%CE%B5-k-a-y-new-in-town-short-stay-incall/37796188
